1702,The FIGHTER,Signature Weapon,"This is your weapon. There are many like it, but this one is yours. Your weapon is your best friend. It is your life. You master it as you master your life. Your weapon, without you, is useless. Without your weapon, you are useless. You must wield your weapon true.

Choose a base description, all are 2 weight:

- Sword
- Axe
- Hammer
- Spear
- Flail
- Fists

Choose the range that best fits your weapon:

- Hand
- Close
- Reach

Choose two enhancements:

- Hooks and spikes. +1 damage, but +1 weight.
- Sharp. +2 piercing.
- Perfectly weighted. Add precise.
- Serrated edges. +1 damage.
- Glows in the presence of one type of creature, your choice.
- Huge. Add messy and forceful.
- Versatile. Choose an additional range.
- Well-crafted. -1 weight.

Choose a look:

- Ancient
- Blood-stained
- Unblemished
- Sinister
- Ornate",starting
1703,The FIGHTER,Merciless,"When you deal damage, deal +1d4 damage.",advanced
1704,The FIGHTER,Heirloom,"When you consult the spirits that reside within your signature weapon, they will give you an insight relating to the current situation, and might ask you some questions in return, roll+CHA. ✴On a 10+, the GM will give you good detail. ✴On a 7-9, the GM will give you an impression.",advanced
1713,The FIGHTER,Bloodthirsty,"Replaces: Merciless. When you deal damage, deal +1d8 damage.",advanced
1714,The FIGHTER,Armored Perfection,"Replaces: Armor Mastery. When you choose to let your armor take the brunt of damage dealt to you, the damage is negated and you take +1 forward against the attacker, but you must reduce the armor value of your armor or shield (your choice) by 1. The value is reduced each time you make this choice. If the reduction leaves the item with 0 armor it is destroyed.",advanced
1715,The FIGHTER,Evil Eye,"Requires: Seeing Red. When you enter combat, roll+CHA. ✴On a 10+, hold 2. ✴On a 7-9, hold 1. Spend your hold to make eye contact with an NPC present, who freezes or flinches and can’t act until you break it off. ✴On a 6-, your enemies immediately identify you as their biggest threat.",advanced
1716,The FIGHTER,Taste of Blood,"Replaces: Scent of Blood. When you hack and slash an enemy, your next attack against that same foe deals +1d8 damage.",advanced
1717,The FIGHTER,Multiclass Initiate,Required: Multiclass Dabbler. Get one move from another class. Treat your level as one lower for choosing the move.,advanced
1718,The FIGHTER,Steel Hide,Replaces: Iron Hide. You gain +2 armor.,advanced
1719,The FIGHTER,Through Death’s Eyes,"When you go into battle, roll+WIS. ✴On a 10+, name someone who will live and someone who will die. ✴On a 7-9, name someone who will live or someone who will die. Name NPCs, not player characters. The GM will make your vision come true, if it’s even remotely possible. ✴On a 6- you see your own death and consequently take -1 ongoing throughout the battle.",advanced
1720,The FIGHTER,Eye for Weaponry,"When you look over an enemy’s weaponry, ask the GM how much damage they do.",advanced
1721,The FIGHTER,Superior Warrior,"When you hack and slash on a 12+ you deal your damage, avoid their attack, and impress, dismay, or frighten your enemy.

---",advanced
1722,The PALADIN,Lay on Hands,"When you touch someone, skin to skin, and pray for their well-being, roll+CHA. ✴On a 10+ you heal 1d8 damage or remove one disease. ✴On a 7–9, they are healed, but the damage or disease is transferred to you.",starting
1723,The PALADIN,Armored,You ignore the clumsy tag on armor you wear.,starting
1724,The PALADIN,I Am the Law,"When you give an NPC an order based on your divine authority, roll+Cha. ✴On a 7+, they choose one:

* Do what you say
* Back away cautiously, then flee
* Attack you
✴On a 10+, you also take +1 forward against them. ✴On a miss, they do as they please and you take -1 forward against them.",starting
1725,The PALADIN,Quest,"When you dedicate yourself to a mission through prayer and ritual cleansing, state what you set out to do:

* Slay _______, a great blight on the land
* Defend _______ from the iniquities that beset them
* Discover the truth of _______

Then choose up to two boons:

* An unwavering sense of direction to _______.
* Invulnerability to _______ (e.g., edged weapons, fire, enchantment, etc.)
* A mark of divine authority
* Senses that pierce lies
* A voice that transcends language
* A freedom from hunger, thirst, and sleep

The GM will then tell you what vow or vows is required of you to maintain your blessing:

* Honor (forbidden: cowardly tactics and tricks)
* Temperance (forbidden: gluttony in food, drink, and pleasure of the flesh)
* Piety (required: observance of daily holy services)
* Valor (forbidden: suffering an evil creature to live)
* Truth (forbidden: lies)
* Hospitality (required: comfort to those in need, no matter who they are)",starting
1726,The PALADIN,Divine Favor,"Dedicate yourself to a deity (name a new one or choose one that’s already been established). You gain the commune and cast a spell cleric moves. When you select this move, treat yourself as a cleric of level 1 for using spells. Every time you gain a level thereafter, increase your effective cleric level by 1.",advanced
1727,The PALADIN,Bloody Aegis,When you take damage you can grit your teeth and accept the blow. If you do you take no damage but instead suffer a debility of your choice. If you already have all six debilities you can’t use this move.,advanced
1728,The PALADIN,Smite,While on a quest you deal +1d4 damage.,advanced
1729,The PALADIN,Exterminatus,"When you speak aloud your promise to defeat an enemy, you deal +2d4 damage against that enemy and -4 damage against anyone else. This effect lasts until the enemy is defeated. If you fail to defeat the enemy or give up the fight, you can admit your failure, but the effect continues until you find a way to redeem yourself.",advanced
1730,The PALADIN,Charge!,"When you lead the charge into combat, those you lead take +1 forward.",advanced
1731,The PALADIN,Staunch Defender,"When you defend you always get +1 hold, even on a 6-.",advanced
1732,The PALADIN,Setup Strike,"When you hack and slash, choose an ally. Their next attack against your target does +1d4 damage.",advanced
1733,The PALADIN,Holy Protection,You get +1 armor while on a quest.,advanced
1734,The PALADIN,Voice of Authority,Take +1 to order hirelings.,advanced
1735,The PALADIN,Hospitaller,"When you heal an ally, you heal +1d8 damage.

When you gain a level from 6–10, choose from these moves or the level 2–5 moves.",advanced
1736,The PALADIN,Evidence of Faith,"Requires: Divine Favor. When you see divine magic as it happens, you can ask the GM which deity granted the spell and its effects. Take +1 when acting on the answers.",advanced
1737,The PALADIN,Holy Smite,Replaces: Smite. While on a quest you deal +1d8 damage.,advanced
1738,The PALADIN,Ever Onward,"Replaces: Charge!. When you lead the charge into combat, those you lead take +1 forward and +2 armor forward.",advanced
1739,The PALADIN,Impervious Defender,"Replaces: Staunch Defender. When you defend you always get +1 hold, even on a 6-. When you get a 12+ to defend instead of getting hold the nearest attacking creature is stymied giving you a clear advantage, the GM will describe it.",advanced
1740,The PALADIN,Tandem Strike,"Replaces: Setup Strike. When you hack and slash, choose an ally. Their next attack against your target does +1d4 damage and they take +1 forward against them.",advanced
1741,The PALADIN,Divine Protection,Replaces: Holy Protection. You get +2 armor while on a quest.,advanced
1742,The PALADIN,Divine Authority,Replaces: Voice of Authority. Take +1 to order hirelings. When you roll a 12+ the hireling transcends their moment of fear and doubt and carries out your order with particular effectiveness or efficiency.,advanced
1743,The PALADIN,Perfect Hospitaller,"Replaces: Hospitaller. When you heal an ally, you heal +2d8 damage.",advanced
1744,The PALADIN,Indomitable,When you suffer a debility (even through Bloody Aegis) take +1 forward against whatever caused it.,advanced
1745,The PALADIN,Perfect Knight,"When you quest you choose three boons instead of two.

---",advanced
1800,The WIZARD,Fount of Knowledge,"When you spout lore about something no one else has any clue about, take +1.",advanced
1828,The BARBARIAN,Musclebound,While you wield a weapon it gains the *forceful* and *messy* tags.,starting
1746,The RANGER,Hunt and Track,"When you follow a trail of clues left behind by passing creatures, roll+WIS. ✴On a 7+, you follow the creature’s trail until there’s a significant change in its direction or mode of travel. ✴On a 10+, you also choose 1:

* Gain a useful bit of information about your quarry, the GM will tell you what
* Determine what caused the trail to end",starting
1747,The RANGER,Called Shot,"When you attack a defenseless or surprised enemy at range, you can choose to deal your damage or name your target and roll+DEX.

* **Head** ✴10+: As 7–9, plus your damage ✴7-9: They do nothing but stand and drool for a few moments.
* **Arms** ✴10+: As 7-9, plus your damage ✴7-9: They drop anything they’re holding.
* **Legs** ✴10+: As 7-9, plus your damage ✴7-9: They’re hobbled and slow moving.",starting
1748,The RANGER,Animal Companion,"You have a supernatural connection with a loyal animal. You can’t talk to it per se but it always acts as you wish it to. Name your animal companion and choose a species:
Wolf, cougar, bear, eagle, dog, hawk, cat, owl, pigeon, rat, mule

Choose a base:

* Ferocity +2, Cunning +1, 1 Armor, Instinct +1
* Ferocity +2, Cunning +2, 0 Armor, Instinct +1
* Ferocity +1, Cunning +2, 1 Armor, Instinct +1
* Ferocity +3, Cunning +1, 1 Armor, Instinct +2

Choose as many strengths as its ferocity:
Fast, burly, huge, calm, adaptable, quick reflexes, tireless, camouflage, ferocious, intimidating, keen senses, stealthy

Your animal companion is trained to fight humanoids. Choose as many additional trainings as its cunning:
Hunt, search, scout, guard, fight monsters, perform, labor, travel

Choose as many weaknesses as its instinct:
Flighty, savage, slow, broken, frightening, forgetful, stubborn, lame",starting
1749,The RANGER,Command,"When you work with your animal companion on something it’s trained in…

* …and you attack the same target, add its ferocity to your damage
* …and you track, add its cunning to your roll
* …and you take damage, add its armor to your armor
* …and you discern realities, add its cunning to your roll
* …and you parley, add its cunning to your roll
* …and someone interferes with you, add its instinct to their roll",starting
1750,The RANGER,Half-Elven,"Somewhere in your lineage lies mixed blood and it begins to show its presence. You gain the elf starting move if you took the human one at character creation or vice versa.

When you gain a level from 2-5, choose from these moves.",advanced
1751,The RANGER,Wild Empathy,You can speak with and understand animals.,advanced
1752,The RANGER,Familiar Prey,When you spout lore about a monster you use WIS instead of INT.,advanced
1753,The RANGER,Viper’s Strike,"When you strike an enemy with two weapons at once, add an extra 1d4 damage for your off-hand strike.",advanced
1754,The RANGER,Camouflage,"When you keep still in natural surroundings, enemies never spot you until you make a movement.",advanced
1755,The RANGER,Man’s Best Friend,"When you allow your animal companion to take a blow that was meant for you, the damage is negated and your animal companion’s ferocity becomes 0. If its ferocity is already 0 you can’t use this ability. When you have a few hours of rest with your animal companion its ferocity returns to normal.",advanced
1756,The RANGER,Blot Out the Sun,When you volley you may spend extra ammo before rolling. For each point of ammo spent you may choose an extra target. Roll once and apply damage to all targets.,advanced
1757,The RANGER,Well-Trained,Choose another training for your animal companion.,advanced
1758,The RANGER,God Amidst the Wastes,"Dedicate yourself to a deity (name a new one or choose one that’s already been established). You gain the commune and cast a spell cleric moves. When you select this move, treat yourself as a cleric of level 1 for using spells. Every time you gain a level thereafter, increase your effective cleric level by 1.",advanced
1759,The RANGER,Follow Me,When you undertake a perilous journey you can take two roles. You make a separate roll for each.,advanced
1760,The RANGER,A Safe Place,"When you set the watch for the night, everyone takes +1 to take watch.

When you gain a level from 6-10, choose from these moves or the level 2-5 moves.",advanced
1761,The RANGER,Wild Speech,"Replaces: Wild Empathy. You can speak with and understand any non-magical, non-planar creature.",advanced
1762,The RANGER,Hunter’s Prey,"Replaces: Familiar Prey. When you spout lore about a monster you use WIS instead of INT. On a 12+, in addition to the normal effects, you get to ask the GM any one question about the subject.",advanced
1763,The RANGER,Viper’s Fangs,"Replaces: Viper’s Strike. When you strike an enemy with two weapons at once, add an extra 1d8 damage for your off-hand strike.",advanced
1764,The RANGER,Smaug’s Belly,When you know your target’s weakest point your arrows have 2 piercing.,advanced
1765,The RANGER,Strider,Replaces: Follow Me. When you undertake a perilous journey you can take two roles. Roll twice and use the better result for both roles.,advanced
1766,The RANGER,A Safer Place,Replaces: A Safe Place. When you set the watch for the night everyone takes +1 to take watch. After a night in camp when you set the watch everyone takes +1 forward.,advanced
1767,The RANGER,Observant,"When you hunt and track, on a hit you may also ask one question about the creature you are tracking from the discern realities list for free.",advanced
1768,The RANGER,Special Trick,Choose a move from another class. So long as you are working with your animal companion you have access to that move.,advanced
1769,The RANGER,Unnatural Ally,"Your animal companion is a monster, not an animal. Describe it. Give it +2 ferocity and +1 instinct, plus a new training.

---",advanced
1770,The THIEF,Trap Expert,"When you spend a moment to survey a dangerous area, roll+DEX. ✴On a 10+, hold 3. ✴On a 7–9, hold 1. Spend your hold as you walk through the area to ask these questions:

* Is there a trap here and if so, what activates it?
* What does the trap do when activated?
* What else is hidden here?",starting
1771,The THIEF,Tricks of the Trade,"When you pick locks or pockets or disable traps, roll+DEX. ✴On a 10+, you do it, no problem. ✴On a 7–9, you still do it, but the GM will offer you two options between suspicion, danger, or cost.",starting
1772,The THIEF,Backstab,"When you attack a surprised or defenseless enemy with a melee weapon, you can choose to deal your damage or roll+DEX. ✴On a 10+ choose two. ✴On a 7–9 choose one.

* You don’t get into melee with them
* You deal your damage+1d6
* You create an advantage, +1 forward to you or an ally acting on it
* Reduce their armor by 1 until they repair it",starting
1773,The THIEF,Flexible Morals,When someone tries to detect your alignment you can tell them any alignment you like.,starting
1801,The WIZARD,Know-It-All,"When another player’s character comes to you for advice and you tell them what you think is best, they get +1 forward when following your advice and you mark experience if they do.",advanced
1774,The THIEF,Poisoner,"You’ve mastered the care and use of a poison. Choose a poison from the list below; that poison is no longer dangerous for you to use. You also start with three uses of the poison you choose. Whenever you have time to gather materials and a safe place to brew you can make three uses of the poison you choose for free. Note that some poisons are applied, meaning you have to carefully apply it to the target or something they eat or drink. Touch poisons just need to touch the target, they can even be used on the blade of a weapon.

* **Oil of Tagit (applied):** The target falls into a light sleep
* **Bloodweed (touch):** The target deals -1d4 damage ongoing until cured
* **Goldenroot (applied):** The target treats the next creature they see as a trusted ally, until proved otherwise
* **Serpent’s Tears (touch):** Anyone dealing damage to the target rolls twice and takes the better result.",starting
1775,The THIEF,Cheap Shot,"When using a precise or hand weapon, your backstab deals an extra +1d6 damage.",advanced
1776,The THIEF,Cautious,"When you use trap expert you always get +1 hold, even on a 6-.",advanced
1777,The THIEF,Wealth and Taste,"When you make a show of flashing around your most valuable possession, choose someone present. They will do anything they can to obtain your item or one like it.",advanced
1778,The THIEF,Shoot First,"You’re never caught by surprise. When an enemy would get the drop on you, you get to act first instead.",advanced
1779,The THIEF,Poison Master,After you’ve used a poison once it’s no longer dangerous for you to use.,advanced
1780,The THIEF,Envenom,You can apply even complex poisons with a pinprick. When you apply a poison that’s not dangerous for you to use to your weapon it’s touch instead of applied.,advanced
1781,The THIEF,Brewer,When you have time to gather materials and a safe place to brew you can create three doses of any one poison you’ve used before.,advanced
1782,The THIEF,Underdog,"When you’re outnumbered, you have +1 armor.",advanced
1783,The THIEF,Connections,"When you put out word to the criminal underbelly about something you want or need, roll+CHA. ✴On a 10+, someone has it, just for you. ✴On a 7–9, you’ll have to settle for something close or it comes with strings attached, your call.

When you gain a level from 6–10, choose from these moves or the level 2–5 moves.",advanced
1784,The THIEF,Dirty Fighter,"Replaces: Cheap Shot. When using a precise or hand weapon, your backstab deals an extra +1d8 damage and all other attacks deal +1d4 damage.",advanced
1785,The THIEF,Extremely Cautious,"Replaces: Cautious. When you use trap expert you always get +1 hold, even on a 6-. On a 12+ you get 3 hold and the next time you come near a trap the GM will immediately tell you what it does, what triggers it, who set it, and how you can use it to your advantage.",advanced
1786,The THIEF,Alchemist,"Replaces: Brewer. When you have you have time to gather materials and a safe place to brew you can create three doses of any poison you’ve used before. Alternately you can describe the effects of a poison you’d like to create. The GM will tell you that you can create it, but with one or more caveats:
* It will only work under specific circumstances
* The best you can manage is a weaker version
* It’ll take a while to take effect
* It’ll have obvious side effects",advanced
1787,The THIEF,Serious Underdog,"Replaces: Underdog. You have +1 armor. When you’re outnumbered, you have +2 armor instead.",advanced
1788,The THIEF,Evasion,"When you defy danger on a 12+, you transcend the danger. You not only do what you set out to, but the GM will offer you a better outcome, true beauty, or a moment of grace.",advanced
1789,The THIEF,"Strong Arm, True Aim","You can throw any melee weapon, using it to volley. A thrown melee weapon is gone; you can never choose to reduce ammo on a 7–9.",advanced
1790,The THIEF,Escape Route,"When you’re in too deep and need a way out, name your escape route and roll+DEX. ✴On a 10+ you’re gone. ✴On a 7–9 you can stay or go, but if you go it costs you: leave something behind or take something with you, the GM will tell you what.",advanced
1791,The THIEF,Disguise,When you have time and materials you can create a disguise that will fool anyone into thinking you’re another creature of about the same size and shape. Your actions can give you away but your appearance won’t.,advanced
1792,The THIEF,Heist,"When you take time to make a plan to steal something, name the thing you want to steal and ask the GM these questions. When acting on the answers you and your allies take +1 forward.
* Who will notice it’s missing?
* What’s its most powerful defense?
* Who will come after it?
* Who else wants it?

---",advanced
1793,The WIZARD,Spellbook,"You have mastered several spells and inscribed them in your spellbook. You start out with three first level spells in your spellbook as well as the cantrips. Whenever you gain a level, you add a new spell of your level or lower to your spellbook. You spellbook is 1 weight.",starting
1794,The WIZARD,Prepare Spells,"When you spend uninterrupted time (an hour or so) in quiet contemplation of your spellbook, you:

* Lose any spells you already have prepared
* Prepare new spells of your choice from your spellbook whose total levels don’t exceed your own level+1.
* Prepare your cantrips which never count against your limit.",starting
1795,The WIZARD,Cast a Spell,"When you release a spell you’ve prepared, roll+Int. ✴On a 10+, the spell is successfully cast and you do not forget the spell—you may cast it again later. ✴On a 7-9, the spell is cast, but choose one:

* You draw unwelcome attention or put yourself in a spot. The GM will tell you how.
* The spell disturbs the fabric of reality as it is cast—take -1 ongoing to cast a spell until the next time you Prepare Spells.
* After it is cast, the spell is forgotten. You cannot cast the spell again until you prepare spells.

Note that maintaining spells with ongoing effects will sometimes cause a penalty to your roll to cast a spell.",starting
1796,The WIZARD,Spell Defense,You may end any ongoing spell immediately and use the energy of its dissipation to deflect an oncoming attack. The spell ends and you subtract its level from the damage done to you.,starting
1797,The WIZARD,Ritual,"When you draw on a place of power to create a magical effect, tell the GM what you’re trying to achieve. Ritual effects are always possible, but the GM will give you one to four of the following conditions:

* It’s going to take days/weeks/months
* First you must ____
* You’ll need help from ____
* It will require a lot of money
* The best you can do is a lesser version, unreliable and limited
* You and your allies will risk danger from ____
* You’ll have to disenchant ____ to do it",starting
1798,The WIZARD,Prodigy,Choose a spell. You prepare that spell as if it were one level lower.,advanced
1799,The WIZARD,Empowered Magic,"When you cast a spell, on a 10+ you have the option of choosing from the 7-9 list. If you do, you may choose one of these as well:
* The spell’s effects are maximized
* The spell’s targets are doubled",advanced
1803,The WIZARD,Enchanter,"When you have time and safety with a magic item you may ask the GM what it does, the GM will answer you truthfully.",advanced
1804,The WIZARD,Logical,"When you use strict deduction to analyze your surroundings, you can discern realities with INT instead of WIS.",advanced
1805,The WIZARD,Arcane Ward,"As long as you have at least one prepared spell of first level or higher, you have +2 armor.",advanced
1806,The WIZARD,Counterspell,"When you attempt to counter an arcane spell that will otherwise affect you, stake one of your prepared spells on the defense and roll+Int. ✴On a 10+, the spell is countered and has no effect on you. ✴On a 7-9, the spell is countered and you forget the spell you staked. Your counterspell protects only you; if the countered spell has other targets they get its effects.",advanced
1807,The WIZARD,Quick Study,"When you see the effects of an arcane spell, ask the GM the name of the spell and its effects. You take +1 when acting on the answers.

When you gain a level from 6-10, choose from these moves or the level 2-5 moves.",advanced
1808,The WIZARD,Master,Requires: Prodigy. Choose one spell in addition to the one you picked for prodigy. You prepare that spell as if it were one level lower.,advanced
1809,The WIZARD,Greater Empowered Magic,"Replaces: Empowered Magic. When you cast a spell, on a 10-11 you have the option of choosing from the 7-9 list. If you do, you may choose one of these effects as well. On a 12+ you get to choose one of these effects for free:
* The spell’s effects are doubled
* The spell’s targets are doubled",advanced
1810,The WIZARD,Enchanter’s Soul,"Requires: Enchanter. When you have time and safety with a magic item in a place of power you can empower that item so that the next time you use it its effects are amplified, the GM will tell you exactly how.",advanced
1811,The WIZARD,Highly Logical,"Replaces: Logical. When you use strict deduction to analyze your surroundings, you can discern realities with Int instead of Wis. On a 12+ you get to ask the GM any three questions, not limited by the list.",advanced
1812,The WIZARD,Arcane Armor,"Replaces: Arcane Ward. As long as you have at least one prepared spell of first level or higher, you have +4 armor.",advanced
1813,The WIZARD,Protective Counter,"Requires: Counterspell. When an ally within sight of you is affected by an arcane spell, you can counter it as if it affected you. If the spell affects multiple allies you must counter for each ally separately.",advanced
1814,The WIZARD,Ethereal Tether,When you have time with a willing or helpless subject you can craft an ethereal tether with them. You perceive what they perceive and can discern realities about someone tethered to you or their surroundings no matter the distance. Someone willingly tethered to you can communicate with you over the tether as if you were in the room with them.,advanced
1815,The WIZARD,Mystical Puppet Strings,When you use magic to control a person’s actions they have no memory of what you had them do and bear you no ill will.,advanced
1816,The WIZARD,Spell Augmentation,When you deal damage to a creature you can shunt a spell’s energy into them—end one of your ongoing spells and add the spell’s level to the damage dealt.,advanced
1817,The WIZARD,Self-Powered,"When you have time, arcane materials, and a safe space, you can create your own place of power. Describe to the GM what kind of power it is and how you’re binding it to this place, the GM will tell you one kind of creature that will have an interest in your workings.",advanced
1818,The WIZARD,Cantrips,"You prepare all of your cantrips every time you prepare spells without having to select them or count them toward your allotment of spells.

* **Light:** An item you touch glows with arcane light, about as bright as a torch. It gives off no heat or sound and requires no fuel, but it is otherwise like a mundane torch. You have complete control of the color of the flame. The spell lasts as long as it is in your presence.
* **Unseen Servant:** You conjure a simple invisible construct that can do nothing but carry items. It has Load 3 and carries anything you hand to it. It cannot pick up items on its own and can only carry those you give to it. Items carried by an unseen servant appear to float in the air a few paces behind you. An unseen servant that takes damage or leaves your presence is immediately dispelled, dropping any items it carried.
* **Prestidigitation:** You perform minor tricks of true magic. If you touch an item as part of the casting you can make cosmetic changes to it: clean it, soil it, cool it, warm it, flavor it, or change its color. If you cast the spell without touching an item you can instead create minor illusions no bigger than yourself. Prestidigitation illusions are crude and clearly illusions—they won’t fool anyone, but they might entertain them.",starting
1819,The WIZARD,First Level Spells,"* **Contact Spirits (Summoning):** Name the spirit you wish to contact (or leave it to the GM). You pull that creature through the planes, just close enough to speak to you. It is bound to answer any one question you ask to the best of its ability.
* **Detect Magic (Divination):** One of your senses is briefly attuned to magic. The GM will tell you what here is magical.
* **Telepathy (Divination Ongoing):** You form a telepathic bond with a single person you touch, enabling you to converse with that person through your thoughts. You can only have one telepathic bond at a time.
* **Charm Person (Enchantment Ongoing):** The person (not beast or monster) you touch while casting this spell counts you as a friend until they take damage or you prove otherwise.
* **Invisibility (Illusion Ongoing):** Touch an ally: nobody can see them. They’re invisible! The spell persists until the target attacks or you dismiss the effect. While the spell is ongoing you can’t cast a spell.
* **Magic Missile (Evocation):** Projectiles of pure magic spring from your fingers. Deal 2d4 damage to one target.
* **Alarm:** Walk a wide circle as you cast this spell. Until you prepare spells again your magic will alert you if a creature crosses that circle. Even if you are asleep, the spell will shake you from your slumber.",starting
1829,The BARBARIAN,What Are You Waiting For?,"When you cry out a challenge to your enemies, roll+Con.

* **On a 10+** they treat you as the most obvious threat to be dealt with and ignore your companions, take +2 damage ongoing against them.
* **On a 7–9** only a few (the weakest or most foolhardy among them) fall prey to your taunting.",starting
1830,The BARBARIAN,Still Hungry,Choose an additional appetite.,advanced
1831,The BARBARIAN,Appetite for Destruction,"Take a move from the fighter, bard or thief class list. You may not take multiclass moves from those classes.",advanced
1832,The BARBARIAN,My Love For You Is Like a Truck,"When you perform a feat of strength, name someone present who you have impressed and take +1 forward to parley with them.",advanced
1833,The BARBARIAN,What Is Best In Life,"At the end of a session, if during this session you have crushed your enemies, seen them driven before you, or have heard the lamentations of their kinfolk mark XP.",advanced
1820,The WIZARD,Third Level Spells,"* **Dispel Magic:** Choose a spell or magic effect in your presence: this spell rips it apart. Lesser spells are ended, powerful magic is just reduced or dampened so long as you are nearby.
* **Visions Through Time (Divination):** Cast this spell and gaze into a reflective surface to see into the depths of time. The GM will reveal the details of a grim portent to you—a bleak event that will come to pass without your intervention. They’ll tell you something useful about how you can interfere with the grim portent’s dark outcomes. Rare is the portent that claims “You’ll live happily ever after.” Sorry.
* **Fireball (Evocation):** You evoke a mighty ball of flame that envelops your target and everyone nearby, inflicting 2d6 damage which ignores armor.
* **Mimic (Ongoing):** You take the form of someone you touch while casting this spell. Your physical characteristics match theirs exactly but your behavior may not. This change persists until you take damage or choose to return to your own form. While this spell is ongoing you lose access to all your wizard moves.
* **Mirror Image (Illusion):** You create an illusory image of yourself. When you are attacked, roll a d6. On a 4, 5, or 6 the attack hits the illusion instead, the image then dissipates and the spell ends.
* **Sleep (Enchantment):** 1d4 enemies you can see of the GM’s choice fall asleep. Only creatures capable of sleeping are affected. They awake as normal: loud noises, jolts, pain.",advanced
1821,The WIZARD,Fifth Level Spells,"* **Cage (Evocation Ongoing):** The target is held in a cage of magical force. Nothing can get in or out of the cage. The cage remains until you cast another spell or dismiss it. While the spell is ongoing, the caged creature can hear your thoughts and you cannot leave sight of the cage.
* **Contact Other Plane (Divination):** You send a request to another plane. Specify who or what you’d like to contact by location, type of creature, name, or title. You open a two-way communication with that creature. Your communication can be cut off at any time by you or the creature you contacted.
* **Polymorph (Enchantment):** Your touch reshapes a creature entirely, they stay in the form you craft until you cast a spell. Describe the new shape you craft, including any stat changes, significant adaptations, or major weaknesses. The GM will then tell you one or more of these:
* The form will be unstable and temporary
* The creature’s mind will be altered as well
* The form has an unintended benefit or weakness
* **Summon Monster (Summoning Ongoing):** A monster appears and aids you as best it can. Treat it as your character, but with access to only the basic moves. It has +1 modifier for all stats, 1 HP, and uses your damage dice. The monster also gets your choice of 1d6 of these traits:
* It has +2 instead of +1 to one stat
* It’s not reckless
* It does 1d8 damage
* Its bond to your plane is strong: +2 HP for each level you have
* It has some useful adaptation
The GM will tell you the type of monster you get based on the traits you select. The creature remains on this plane until it dies or you dismiss it. While the spell is ongoing you take -1 to cast a spell.",advanced
1822,The WIZARD,Seventh Level Spells,"* **Dominate (Enchantment Ongoing):** Your touch pushes your mind into someone else’s. You gain 1d4 hold. Spend one hold to make the target take one of these actions:
* Speak a few words of your choice
* Give you something they hold
* Make a concerted attack on a target of your choice
* Truthfully answer one question
If you run out of hold the spell ends. If the target takes damage you lose 1 hold. While the spell is ongoing you cannot cast a spell.
* **True Seeing (Divination Ongoing):** You see all things as they truly are. This effect persists until you tell a lie or dismiss the spell. While this spell is ongoing you take -1 to cast a spell.
* **Shadow Walk (Illusion):** The shadows you target with this spell become a portal for you and your allies. Name a location, describing it with a number of words up to your level. Stepping through the portal deposits you and any allies present when you cast the spell at the location you described. The portal may only be used once by each ally.
* **Contingency (Evocation):** Choose a 5th level or lower spell you know. Describe a trigger condition using a number of words equal to your level. The chosen spell is held until you choose to unleash it or the trigger condition is met, whichever happens first. You don’t have to roll for the held spell, it just takes effect. You may only have a single contingent spell held at a time; if you cast Contingency while you have a held spell, the new held spell replaces the old one.
* **Cloudkill (Summoning Ongoing):** A cloud of fog drifts into this realm from beyond the Black Gates of Death, filling the immediate area. Whenever a creature in the area takes damage it takes an additional, separate 1d6 damage which ignores armor. This spell persists so long as you can see the affected area, or until you dismiss it.",advanced
1823,The WIZARD,Ninth Level Spells,"* **Antipathy (Enchantment Ongoing):** Choose a target and describe a type of creature or an alignment. Creatures of the specified type or alignment cannot come within sight of the target. If a creature of the specified type does find itself within sight of the target, it immediately flees. This effect continues until you leave the target’s presence or you dismiss the spell. While the spell is ongoing you take -1 to cast a spell.
* **Alert (Divination):** Describe an event. The GM will tell you when that event occurs, no matter where you are or how far away the event is. If you choose, you can view the location of the event as though you were there in person. You can only have one Alert active at a time.
* **Soul Gem:** You trap the soul of a dying creature within a gem. The trapped creature is aware of its imprisonment but can still be manipulated through spells, parley, and other effects. All moves against the trapped creature are at +1. You can free the soul at any time but it can never be recaptured once freed.
* **Shelter (Evocation Ongoing):** You create a structure out of pure magical power. It can be as large as a castle or as small as a hut, but is impervious to all non-magical damage. The structure endures until you leave it or you end the spell.
* **Perfect Summons (Summoning):** You teleport a creature to your presence. Name a creature or give a short description of a type of creature. If you named a creature, that creature appears before you. If you described a type of creature, a creature of that type appears before you.",advanced
1824,The BARBARIAN,Full Plate and Packing Steel,You ignore the *clumsy* tag on armor you wear.,starting
1825,The BARBARIAN,"Unencumbered, Unharmed","So long as you are below your Load and neither wear armor nor carry a shield, take +1 armor.",starting
1826,The BARBARIAN,Herculean Appetites,"Others may content themselves with just a taste of wine, or dominion over a servant or two, but you want more. **Choose two appetites.** While pursuing one of your appetites if you would roll for a move, instead of rolling 2d6 you roll **1d6+1d8**. If the d8 is the higher die of the pair, the GM will also introduce a complication or danger that comes about due to your heedless pursuits.

- Pure destruction
- Power over others
- Mortal pleasures
- Conquest
- Riches and property
- Fame and glory",starting
1827,The BARBARIAN,The Upper Hand,"You take +1 ongoing to last breath rolls. When you take your last breath, on a 7–9 you make an offer to Death in return for your life. If Death accepts he will return you to life. If not, you die.",starting
